1098;AE121_051;Drones incoming!
1839;AE121_042;The large cannons are activating.
1625;AE121_046;We can't take it anymore.
2117;AE121_069;There are some drones remaining. Shoot them down.
1990;AE121_045;The artillery fire is too strong.
4022;AE121_054;This is G4. Confirm that the giant cannons have been initiated.
1741;AE122_005;Attack the red colour drones.
1523;AE121_063;Drones are coming again.
2587;AE121_064;Drones! They're hunting us down.
2652;AE121_057;*Scream*
5371;AE121_032;Currently Currently there are 5 alien bases around the world. Each of them was dropped from the sky.
3877;AE121_035;We are here to protect the city. But I didn't expect this sight.
1471;AE121_067;Shoot down the drones.
1035;AE121_062;Fall back! Now!
4621;AE122_002;The drones are in alert mode. When they're hit the drones around them will switch to combat mode.
2499;AE121_037;Our objective is to collect intel.
3896;AE121_066;Don't let those drones spread out. Shoot down the drones as you fall back.
1322;AE122_007;*Scream*
1303;AE121_059;All units retreat.
1889;AE121_055;What the hell is that?
3654;AE121_044;These are plasma cannons. Can't believe they have that kind of technology.
2833;AE121_034;Which means areas surronding the base are suppressed.
6440;AE121_070;They'll be dominating the ground as long the base exists. We've been outplayed.
1474;AE121_039;The cannons are activating.
1881;AE122_006;Make scrap metal out of 'em.
1490;AE121_047;We're being attacked by the base.
2019;AE121_058;We can't continue like this. Retreat.
1972;AE121_049;Drones are dispatched from the base.
1177;AE121_052;Shoot down the drones.
1428;AA003FB;*Scream*
1314;AA003AB;Always be prepated for battle.
2629;AA003Y;Fighting without knowing anything. Can't believe it.
1122;AA004CB;Wing Divers!
1247;AA003V;Check your surrondings.
2528;AA004BE;I'm confident of my shooting. Just count on me.
2789;AA004BA;I'm confident of my shooting. Just count on me.
1213;AA003FA;*Scream*
1230;AA003EB;Save me!
2376;AA004BD;I'm confident of my shooting. Just count on me.
1807;AA003CA;We are the fastest soliders.
1835;AA003DB;I can't bring shame to the elite unit.
1598;AA003BA;My shooting skills are good.
1704;AA002FC;No!
1630;AA003BB;My shooting skills are good.
2415;AA002W;I never imagined the situation would be like this.
1219;AA002FD;No!
1230;AA004DB;I'll fly faster next time.
2109;AA003DA;I can't bring shame to the elite unit.
1514;AA003AC;Always be prepared for battle.
1332;AA003AA;Always be prepared for battle.
1781;AA003DC;I can't bring shame to the elite unit.
901;AA002V;Stay alert!
2175;AA002ZA;Fly like an andean condor.
815;AA003EA;Save me
1455;AA003BE;My shooting skills are good.
1548;AA004DA;I'll fly faster next time.
2969;AA004BC;I'm confident of my shooting. Just count on me.
884;AA002Z;Stay alert!
1679;AA002X;It's a nightmare. Must be.
948;AA004AB;Check your surrondings.
1224;AA004AA;Check your surrondings.
2836;AA004BB;I'm confident of my shooting. Just count on me.
956;AA003ED;Save me!
1362;AA003X;Is this a soliders duty?
1365;AA003FD;*Scream*
1537;AA003BC;My shooting skills are good.
1871;AA003FC;*Scream*
1818;AA003BD;My shooting skills are good.
1184;AA004DC;I'll fly faster next time.
1622;AA003Z;Watch out on your left and right.
2177;AA003W;I thought that I could handle any situation.
2227;AA003CB;We are the fastest soliders.
1776;AA003EE;Save me!
776;AA003ZA;Eyes up!
2779;AA002Y;We know nothing about our enemies. Isn't that ridiculous.
1012;AA004AC;Check your surrondings.
1013;AA003EC;Save me!
1156;AA004CA;Wing Divers!
2128;AA003DD;I can't bring shame to the elite unit.
1636;AA004DD;I'll fly faster next time
1116;AA004EA;I don't wanna die!
1655;AA004EB;I don't wanna die!
1302;AA004EC;I don't wanna die!
1245;AA004ED;I don't wanna die!
2044;AA004EE;I don't wanna die!
1299;AA004FA;Help me!
895;AA004FB;Help me!
1437;AA004FC;Help me!
1022;AA004FD;Help me!
1129;AA004V;Watch your backs!
2754;AA004W;I analysed the situation but still couldn't get it.
1700;AA004X;Is there any special allowance.
2505;AA004Y;My friend is dead. I can't believe that.
1315;AA004Z;Watch out from behind.
1359;AA004ZA;Be careful on the left.
1009;AA005AA;Watch your backs.
753;AA005AB;Watch your backs.
772;AA005AC;Watch your backs.
2102;AA005BA;It's gonna be another real battle today.
2519;AA005BB;It's gonna be another real battle today.
1950;AA005BC;It's gonna be another real battle today.
2100;AA005BD;It's gonna be another real battle today.
2290;AA005BE;It's gonna be another real battle today.
1389;AA005CA;Plasma Drive. Check.
1383;AA005CB;Plasma Drive. Check.
1476;AA005DA;I'll fly higher next time.
1282;AA005DB;I'll fly higher next time.
1297;AA005DC;I'll fly higher next time.
1673;AA005DD;I'll fly higher next time.
1619;AA005EA;Someone! Save me!
2690;AA005EB;Someone! Save me!
1896;AA005EC;Someone! Save me!
1305;AA005ED;Someone! Save me!
2059;AA005EE;Someone! Save me!
1173;AA005FA;Stop it!
607;AA005FB;Stop it!
1037;AA005FC;Stop it!
1071;AA005FD;Stop it!
934;AA005V;Follow me.
3169;AA005W;We've been dragged into an unprecented major event.
1754;AA005X;I'm gonna take a leave when all's done.
1762;AA005Y;Man so many casualties.
2588;AA005Z;Don't die in vain. Die for your brothers.
1282;AA005ZA;Be careful on the right.
882;AA006AA;Do as planned.
698;AA006AB;Do as planned.
787;AA006AC;Do as planned.
1664;AA006BA;We must take them down.
1562;AA006BB;We must take them down.
1433;AA006BC;We must take them down.
1429;AA006BD;We must take them down.
1413;AA006BE;We must take them down.
1081;AA006CA;Wings. Check.
910;AA006CB;Wings. Check.
1373;AA006DA;Flying is my job.
1308;AA006DB;Flying is my job.
1339;AA006DC;Flying is my job.
1337;AA006DD;Flying is my job.
2184;AA006V;We're strong! Believe in ourselves!
2325;AA006W;It's a situation that never happened before.
2371;AA006X;Wait 'til this is over. I'mmana feast.
1952;AA006Y;No-one told me it's a dangerous operation.
1907;AA006Z;Kill the enemies! Send them to hell!
1621;AA006ZA;Stay alert in the sky.
894;AA007AA;Clear the mission.
751;AA007AB;Clear the mission.
847;AA007AC;Clear the mission.
1543;AA007BA;I never lose.
1531;AA007BB;I never lose.
1386;AA007BC;I never lose.
1291;AA007BD;I never lose.
1076;AA007BE;I never lose.
1231;AA007CA;There seems to be no wind.
1398;AA007CB;There seems to be no wind.
1314;AA007DA;The wind is refreshing.
1144;AA007DB;The wind is refreshing.
1334;AA007DC;The wind is refreshing.
1597;AA007DD;The wind is refreshing.
1915;AA007V;We're invincible! Trust that.
4201;AA007W;This is an unexpected situation. We have to forget our guidelines.
3467;AA007X;Quite a bargin to join the military. You even get paid if you die.
1194;AA007Y;Don't we have a battle plan?
1995;AA007Z;Trust the spear with your life.
878;AA007ZA;Come with me.
1792;AA008AA;Kick out those illegal intruders.
1625;AA008AB;Kick out those illegal intruders.
1631;AA008AC;Kick out those illegal intruders.
2025;AA008BA;It's just fighting. Easy.
2032;AA008BB;It's just fighting. Easy.
2212;AA008BC;It's just fighting. Easy.
1540;AA008BD;It's just fighting. Easy.
1738;AA008BE;It's just fighting. Easy.
1185;AA008CA;I can feel the wind.
1650;AA008CB;I can feel the wind.
1315;AA008DA;A nice breeze of wind.
1356;AA008DB;A nice breeze of wind.
1338;AA008DC;A nice breeze of wind.
1897;AA008DD;A nice breeze of wind.
1398;AA008V;I'll make you heros.
3266;AA008W;Being a solider is great. It's an honourable job.
2288;AA008X;It's my dream to live an easy life with my annuity.
1981;AA008Y;Come on. Someone has to clear things up.
1394;AA008Z;Make death afraid.
2407;AA008ZA;I will prove that spriggans are invincible.
1051;AA009AA;We wont lose.
866;AA009AB;We wont lose.
923;AA009AC;We wont lose.
2559;AA009BA;It's just pulling the trigger. Piece of cake.
2956;AA009BB;It's just pulling the trigger. Piece of cake.
2676;AA009BC;It's just pulling the trigger. Piece of cake.
2350;AA009BD;It's just pulling the trigger. Piece of cake.
2277;AA009BE;It's just pulling the trigger. Piece of cake.
1561;AA009CA;What a beautiful sky.
1552;AA009CB;What a beautiful sky.
1428;AA009DA;The sky today is pretty.
1320;AA009DB;The sky today is pretty.
1608;AA009DC;The sky today is pretty.
1884;AA009DD;The sky today is pretty.
2730;AA009V;Forget what you are paid. Just go all out.
4192;AA009W;Even under these circumstances I still think that it's awesome being a solider.
3866;AA009X;It's easy to be a solider. Just don't dream about being promoted.
1855;AA009Y;Guess I have to cancel my holiday plans.
1972;AA009Z;Throw away your fear of death.
1995;AA009ZA;Spriggans have to be intimidating.
2858;AA010AA;EDF is the guardian of Earth. We can't lose.
2687;AA010AB;EDF is the guardian of Earth. We can't lose.
2663;AA010AC;EDF is the guardian of Earth. We can't lose.
1454;AA010BA;I'm not trained for this.
1625;AA010BB;I'm not trained for this.
1773;AA010BC;I'm not trained for this.
1787;AA010BD;I'm not trained for this.
1234;AA010BE;I'm not trained for this.
1147;AA010CA;Stay on cruise mode.
1579;AA010CB;Stay on cruise mode.
1631;AA010DA;My body feels light today.
1360;AA010DB;My body feels light today.
1357;AA010DC;My body feels light today.
1806;AA010DD;My body feels light today.
2116;AA010V;Exterminate the enemy. Get it?
2271;AA010W;Soldiers are respected in my home town.
4043;AA010X;Nothing good about getting promoted. Being on the battlefield is the best.
2219;AA010Y;I plan to go on a trip. Should I cancel it?
3086;AA010Z;Don't fear death. Make death fear you.
4724;AA010ZA;We are looked down upon due to the uniform. All because we have to keep our equipment light.
3611;AA011AA;EDF doesn't leave men behind. Ever. You got that?
2956;AA011AB;EDF doesn't leave men behind. Ever. You got that?
2826;AA011AC;EDF doesn't leave men behind. Ever. You got that?
1343;AA011BA;Let's get serious today.
1708;AA011BB;Let's get serious today.
1342;AA011BC;Let's get serious today.
1415;AA011BD;Let's get serious today.
1649;AA011BE;Let's get serious today.
1459;AA011CA;Save the output of the generator.
1774;AA011CB;Save the output of the generator.
1575;AA011DA;My body feels heavy today.
1514;AA011DB;My body feels heavy today.
1419;AA011DC;My body feels heavy today.
1923;AA011DD;My body feels heavy today.
2013;AA011V;Eliminate them! Understood?
3156;AA011W;I'll keep climbing up and I'll become a general one day.
3017;AA011X;I didn't get much education but I'm the boldest.
3751;AA011Y;Joining the EDF has always been my dream. Now my dream comes true.
3197;AA011Z;Die defending your brothers. That's the mission.
2425;AA011ZA;The uniform has superb functions but...
2636;AA012AA;Count on each other as brothers. Fight together.
2380;AA012AB;Count on each other as brothers. Fight together.
2470;AA012AC;Count on each other as brothers. Fight together.
2356;AA012BA;Actual fighting is much more fun than training.
2585;AA012BB;Actual fighting is much more fun than training.
2731;AA012BC;Actual fighting is much more fun than training.
2553;AA012BD;Actual fighting is much more fun than training.
2466;AA012BE;Actual fighting is much more fun than training.
2585;AA012CA;You should rely on your own judgement when in a dogfight.
2959;AA012CB;You should rely on your own judgement when in a dogfight.
3410;AA012DA;Although combat is tough I really enjoy flying in the sky.
3486;AA012DB;Although combat is tough I really enjoy flying in the sky.
3442;AA012DC;Although combat is tough I really enjoy flying in the sky.
3656;AA012DD;Although combat is tough I really enjoy flying in the sky.
2939;AA012V;Don't be afraid of them! They should be afraid of you!
2639;AA012W;I'll climb to a position higher than the sergeant.
1865;AA012X;I dreamed that I became a commander.
3431;AA012Y;My dad used to say 'A day in the army settled for life'.
3207;AA012Z;Grip reapers will die for our brothers. Understand?
2910;AA012ZA;You should rely on your own judgement when in a scrimmage
2529;AA013AA;EDF is humans hope. Remember that.
2195;AA013AB;EDF is humans hope. Remember that.
2151;AA013AC;EDF is humans hope. Remember that.
2670;AA013BA;They must be surprised with Earthlings recklessness.
3018;AA013BB;They must be surprised with the Earthlings recklessness.
2708;AA013BC;They must be surprised with Earthlings recklessness.
2739;AA013BD;They must be surprised with Earthlings recklessness.
3190;AA013BE;They must be surprised with Earthlings recklessness.
1619;AA013CA;Dodge first attack later.
2004;AA013CB;Dodge first attack later.
1368;AA013DA;I don't regret anything.
1369;AA013DB;I don't regret anything.
1341;AA013DC;I don't regret anything.
1425;AA013DD;I don't regret anything.
1798;AA013V;Always be prepared for battle.
3311;AA013W;I've always admired the soldiers in the movies and I still do.
2498;AA013X;I've dreamed about myself making big money.
1198;AA013Y;I'll be promoted soon.
4386;AA013Z;Our lives depend on the spears. Remember to take extra care of them.
1712;AA013ZA;Dodge first attack later.
2766;AA014AA;Fight to the end no matter what. That's EDF.
2723;AA014AB;Fight to the end no matter what. That's EDF.
2660;AA014AC;Fight to the end no matter what. That's EDF.
1990;AA014BA;We don't accept immigrants on this planet.
2855;AA014BB;We don't accept immigrants on this planet.
2241;AA014BC;We don't accept immigrants on this planet.
2372;AA014BD;We don't accept immigrants on this planet.
2274;AA014BE;We don't accept immigrants on this planet.
1686;AA014CA;Don't overrely on your equipment.
2161;AA014CB;Don't overrely on your equipment.
1675;AA014DA;Watch me dance like a bird.
1572;AA014DB;Watch me dance like a bird.
1619;AA014DC;Watch me dance like a bird.
1714;AA014DD;Watch me dance like a bird.
777;AA014V;Don't let up.
2969;AA014W;Soldiers have to be strong no matter what.
3076;AA014X;I dreamed that I got promoted. What a nightmare.
3184;AA014Y;I'm a natural born soldier. I don't hate going through drills.
2210;AA014Z;Blasthole spear is life.
1885;AA014ZA;Don't overrely on your equipment.
781;AA015AA;Don't let up.
556;AA015AB;Don't let up.
656;AA015AC;Don't let up.
2563;AA015BA;We must crack down on illegal immigrants.
2716;AA015BB;We must crack down on illegal immigrants.
2529;AA015BC;We must crack down on illegal immigrants.
2585;AA015BD;We must crack down on illegal immigrants.
2486;AA015BE;We must crack down on illegal immigrants.
1850;AA015CA;Don't depend too much on stabilisers.
2286;AA015CB;Don't depend too much on stabilisers.
2440;AA015DA;With this aerial unit monsters are nothing.
2422;AA015DB;With this aerial unit monsters are nothing.
3158;AA015DC;With this aerial unit monsters are nothing.
2677;AA015DD;With this aerial unit monsters are nothing.
1111;AA015V;Focus on the mission!
2557;AA015W;To win we need an operation plan.
1705;AA015X;It's wonderful being a soldier.
2379;AA015Y;There are more weirdos in military than I expected.
3758;AA015Z;Our lives depend on our shields. Never let go of them.
2280;AA015ZA;Don't depend too much on stabilisers.
1085;AA016AA;Focus on the mission.
1074;AA016AB;Focus on the mission.
927;AA016AC;Focus on the mission.
2043;AA016BA;I'm lucky so I won't die here.
2051;AA016BB;I'm lucky so I won't die here.
2331;AA016BC;I'm lucky so I wont die here.
2371;AA016BD;I'm lucky so I wont die here.
1868;AA016BE;I'm lucky so I wont die here.
1831;AA016CA;Always check how much power you have left.
2363;AA016CB;Always check how much power you have left.
2669;AA016DA;I think this equipment is best for fighting monsters.
2272;AA016DB;I think this equipment is best for fighting monsters.
2820;AA016DC;I think this equipment is best for fighting monsters.
2903;AA016DD;I think this equipment is best for fighting monsters.
1656;AA016V;Just focus on your duties.
3232;AA016W;The situation's tough but our operation plan is nice.
3118;AA016X;There was a time I thought fighting on battlefields was the best.
2307;AA016Y;I can't go on a trip. That's over the top.
3309;AA016Z;Remember you are wearing powered exoskeletons.
2331;AA016ZA;Always check how much power you have left.
1707;AA017AA;Just focus on your duties.
1495;AA017AB;Just focus on your duties.
1307;AA017AC;Just focus on your duties.
2492;AA017BA;I'm lucky today. The bullets wont hit me.
2966;AA017BB;I'm lucky today. The bullets wont hit me.
2545;AA017BC;I'm lucky today. The bullets wont hit me.
2593;AA017BD;I'm lucky today. The bullets wont hit me.
2449;AA017BE;I'm lucky today. The bullets wont hit me.
2110;AA017CA;If you keep moving you wont get hit easily.
2355;AA017CB;If you keep moving you wont get hit easily.
2251;AA017DA;Wing Divers even have dietary rules.
2007;AA017DB;Wing Divers even have dietary rules.
2226;AA017DC;Wing Divers even have dietary rules.
2516;AA017DD;Wing Divers even have dietary rules.
1191;AA017V;Reload now.
3290;AA017W;The commander of this area is superb. That's why we survived.
2000;AA017X;I am lucky. I wont die.
2679;AA017Y;My leave's been cancelled. Can I file a complaint?
4506;AA017Z;If you're going to die. Die here. Die for your brothers.
2402;AA017ZA;If you keep moving you wont get hit easily.
896;AA018AA;Reload now.
674;AA018AB;Reload now.
775;AA018AC;Reload now.
1530;AA018BA;Bullets can never hit me.
1506;AA018BB;Bullets can never hit me.
1262;AA018BC;Bullets can never hit me.
1550;AA018BD;Bullets can never hit me.
1676;AA018BE;Bullets can never hit me.
1589;AA018CA;Check the surroundings from above.
1739;AA018CB;Check the surroundings from above.
4128;AA018DA;I'm grateful I've been able to fly in the sky every day since I became a soldier.
3945;AA018DB;I'm grateful I've been able to fly in the sky every day since I became a soldier.
4358;AA018DC;I'm grateful I've been able to fly in the sky every day since I became a soldier.
4568;AA018DD;I'm grateful I've been able to fly in the sky every day since I became a soldier.
1460;AA018V;Don't let your guards down.
3962;AA018W;I used to admire the heroes in the movies but the reality is cruel.
1911;AA018X;I don't want to take a mission like this.
1009;AA018Y;When can I take leave?
3948;AA018Z;You can save your brothers if you win. So let's win.
1750;AA018ZA;Check the surroundings from above.
1371;AA019AA;Did you check the guns?
907;AA019AB;Did you check the guns?
954;AA019AC;Did you check the guns?
1559;AA019BA;I can't possibly die.
1991;AA019BB;I can't possibly die.
1740;AA019BC;I can't possibly die.
2000;AA019BD;I can't possibly die.
1467;AA019BE;I can't possibly die.
2341;AA019CA;Remember to have the wings repaired when going back.
2592;AA019CB;Remember to have the wings repaired when going back.
3584;AA019DA;It's safe in the sky. There are monsters everywhere on the ground.
3282;AA019DB;It's safe in the sky. There are monsters everywhere on the ground.
3867;AA019DC;It's safe in the sky. There are monsters everywhere on the ground.
3554;AA019DD;It's safe in the sky. There are monsters everywhere on the ground.
2687;AA019V;What matters is not the technique but the mindset.
3893;AA019W;The bank was blown away. Who can protect my savings now?
2716;AA019X;Who came up with this operation? Give me a break.
1440;AA019Y;Who would've known this would happen.
2608;AA019Z;We can die once we've turned the tides.
1703;AA019ZA;Spriggans should keep flying.
1298;AA020AA;Don't let your guard down.
945;AA020AB;Don't let your guard down.
1121;AA020AC;Don't let your guard down.
2970;AA020BA;I've managed to survive this long. How can I die now?
3435;AA020BB;I've managed to survive this long. How can I die now?
3843;AA020BC;I've managed to survive this long. How can I die now?
3186;AA020BD;I've managed to survive this long. How can I die now?
3284;AA020BE;I've managed to survive this long. How can I die now?
1462;AA020CA;No-ones afraid of heights?
1548;AA020CB;No-ones afraid of heights?
2431;AA020DA;No-one can stand up to an attack from the sky.
2057;AA020DB;No-one can stand up to an attack from the sky.
2505;AA020DC;No-one can stand up to an attack from the sky.
2704;AA020DD;No-one can stand up to an attack from the sky.
2853;AA020V;Exercise your body but exercise your mind more.
3065;AA020W;I've always thought that we should use our manpower efficiently.
2864;AA020X;Heard someone wanted to drop out but was rejected.
2934;AA020Y;I'd have taken some days off if I had known the aliens were coming.
4847;AA020Z;As long as we fight to the last minute we can make a change. Let's go!
4452;AA020ZA;You have more flying experience than anyone else. Show them the results.
1795;AA021AA;Still remember the training right?
1538;AA021AB;Still remember the training right?
1397;AA021AC;Still remember the training right?
4949;AA021BA;I applied to join logistics support missions. Maybe this is my last time on the front line.
4902;AA021BB;I applied to join logistics support missions. Maybe this is my last time on the front line.
5043;AA021BC;I applied to join logistics support missions. Maybe this is my last time on the front line.
4706;AA021BD;I applied to join logistics support missions. Maybe this is my last time on the front line.
5428;AA021BE;I applied to join logistics support missions. Maybe this is my last time on the front line.
1017;AA021CA;Do you like to fly?
1028;AA021CB;Do you like to fly?
3403;AA021DA;With the power of the Plasma Drive this kind of enemy is nothing.
3200;AA021DB;With the power of the Plasma Drive this kind of enemy is nothing.
3999;AA021DC;With the power of the Plasma Drive this kind of enemy is nothing.
3529;AA021DD;With the power of the Plasma Drive this kind of enemy is nothing.
1792;AA021V;I will get you home alive.
2316;AA021W;There's no other choice than fighting. Am I wrong?
3241;AA021X;Those aliens are way too diligent. I wont work that hard.
2524;AA021Y;Looks like we'll get a death pension instead of the annuity.
3289;AA021Z;There wont be enemies tomorrow because we are here.
3463;AA021ZA;You've been trained to fight underground. Now show the results.
2709;AA022AA;Never lose your guard even though theres no enemy around.
2624;AA022AB;Never lose your guard even though theres no enemy around.
2448;AA022AC;Never lose your guard even though theres no enemy around.
3205;AA022BA;I'm transfering to the logistics divsion tomorrow thanks.
3523;AA022BB;I'm transfering to the logistics divsion tomorrow thanks.
3111;AA022BC;I'm transfering to the logistics divsion tomorrow thanks.
3104;AA022BD;I'm transfering to the logistics divsion tomorrow thanks.
3099;AA022BE;I'm transfering to the logistics divsion tomorrow thanks.
1293;AA022CA;Did you enjoy flying?
1174;AA022CB;Did you enjoy flying?
1553;AA022DA;Let's do it elegantly.
1216;AA022DB;Let's do it elegantly.
1641;AA022DC;Let's do it elegantly.
1506;AA022DD;Let's do it elegantly.
1581;AA022V;Try to fight elegantly.
1833;AA022W;My life plan is ruined now.
3031;AA022X;I'm not doing this for justice. I had no choice.
3092;AA022Y;Money? If I can't stay alive no thanks.
2704;AA022Z;It's only a split second. Don't worry.
3537;AA022ZA;We're the only divers trained to fight underground. Let's go!
3380;AA023AA;Leave for tomorrow for tomorrow. Let's focus on how to win today first.
3597;AA023AB;Leave for tomorrow for tomorrow. Let's focus on how to win today first.
3348;AA023AC;Leave for tomorrow for tomorrow. Let's focus on how to win today first.
1343;AA023BA;I have someone to protect.
1291;AA023BB;I have someone to protect.
1382;AA023BC;I have someone to protect.
1504;AA023BD;I have someone to protect.
1431;AA023BE;I have someone to protect.
1366;AA023CA;Don't lose to Fencers.
1504;AA023CB;Don't lose to Fencers.
1589;AA023DA;Plasma Drive output stable.
1828;AA023DB;Plasma Drive output stable.
2018;AA023DC;Plasma Drive output stable.
2009;AA023DD;Plasma Drive output stable.
1738;AA023V;Remember a soldiers honour.
2915;AA023W;My life was going as planned, but now it's a mess.
3272;AA023X;Being a soldier has been good, until the aliens came.
1958;AA023Y;The military isn't as good as I imagined.
2198;AA023Z;Let's send them to hell ahead of us!
2237;AA023ZA;The ceiling is low here, so be careful.
2002;AA024AA;Willpower is all that matters to a soldier.
2221;AA024AB;Willpower is all that matters to a soldier.
2055;AA024AC;Willpower is all that matters to a soldier.
2746;AA024BA;I've got some juicy steak. I'll cook some tomorrow.
3328;AA024BB;I've got some juicy steak. I'll cook some tomorrow.
3772;AA024BC;I've got some juicy steak. I'll cook some tomorrow.
2771;AA024BD;I've got some juicy steak. I'll cook some tomorrow.
3061;AA024BE;I've got some juicy steak. I'll cook some tomorrow.
4351;AA024CA;We divers have way more firepower than the infantry. Let's kill some enemies!
5044;AA024CB;We divers have way more firepower than the infantry. Let's kill some enemies!
1502;AA024DA;Plasma Drive, condition one.
1666;AA024DB;Plasma Drive, condition one.
1932;AA024DC;Plasma Drive, condition one.
2003;AA024DD;Plasma Drive, condition one.
3682;AA024V;Be proud of yourselves wearing the uniform and fulfill your duty.
3854;AA024W;No matter what our superiors say, we're in an inferior position.
1440;AA024X;I've become strong too.
3600;AA024Y;I'm thinking about changing lanes. I trust you'll step up once I'm gone.
4038;AA024Z;The world will be better without them. Let's bring them along to hell.
2535;AA024ZA;Our night flight experience will come in handy here.
2864;AA025AA;Exercise your body, but exercise your mind more.
2948;AA025AB;Exercise your body, but exercise your mind more.
2648;AA025AC;Exercise your body, but exercise your mind more.
2028;AA025BA;I'll barbecue with my kids on the weekend.
2114;AA025BB;I will barbecue with my kids on the weekend.
2704;AA025BC;I'll barbecue with my kids on the weekend.
2088;AA025BD;I will barbecue with my kids on the weekend.
1951;AA025BE;I will barbecue with my kids on the weekend.
1643;AA025CA;Remember to stay elegant.
1838;AA025CB;Remember to stay elegant.
1189;AA025DA;Aerial unit checked.
1257;AA025DB;Aerial unit checked.
1527;AA025DC;Aerial unit checked.
1427;AA025DD;Aerial unit checked.
1557;AA025V;Let's greet our guests!
2812;AA025W;Thanks to them, all humans are united now.
1553;AA025X;I am the invincible hero.
2862;AA025Y;I didn't know that actual fighting takes more time than training.
1636;AA025Z;Darkness is our world.
1392;AA025ZA;Enjoy the night flying.
1827;AA026AA;We are invincible soldiers.
1646;AA026AB;We are invincible soldiers.
1508;AA026AC;We are invincible Soldiers!
2164;AA026BA;Even in this situation I feel hungry.
2292;AA026BB;Even in this situation I feel hungry.
2126;AA026BC;Even in this situation I feel hungry.
2013;AA026BD;Even in this situation I feel hungry.
2304;AA026BE;Even in this situation I feel hungry.
1578;AA026CA;Stay pretty during battle.
1639;AA026CB;Stay pretty during battle.
1513;AA026DA;Stabilizer, all normal.
1631;AA026DB;Stabilizer, all normal.
1658;AA026DC;Stabilizer, all normal.
1953;AA026DD;Stabilizer, all normal.
4388;AA026V;If both soldiers and civilians are in danger I would rather stand up and fight!
3860;AA026W;I've always wanted to be a general, and I haven't given up even now.
3421;AA026X;Hey, you've got to ask for our permission first to live on Earth.
2191;AA026Y;It's all ruined and crumbling everywhere.
3247;AA026Z;Don't be scared of the doc, we are Grim Reapers.
3868;AA026ZA;I know you can move swiftly even though it's narrow here. Now show me!
2222;AA027AA;Trust yourselves and trust your superiors.
2330;AA027AB;Trust yourselves and trust your superiors.
2003;AA027AC;Trust yourselves and trust your superiors.
1331;AA027BA;I start to feel hungry.
1509;AA027BB;I start to feel hungry.
2094;AA027BC;I start to feel hungry.
1419;AA027BD;I start to feel hungry.
